rand_point,fid,DN,SpRasterNA,slopeRaste,sg_date,sg__gdd_p2,sg__gdd_p1,pcp0708,pcp0607,pcp0506,MinT0708,MinT0607,MinT0506,MaxT0708,MaxT0607,MaxT0506,elevationR,DistanceRo,DistanceRi,aspectRast,X,Y
1452,2,"0",2.00000,0.00667,135.94629,179.26865,0.17602,89.98082,93.87614,97.45386,9.92902,7.86829,3.49583,19.84658,18.16462,13.41766,217.62563,25098.20508,24105.74023,5.60082,"680251","5323748"
1453,2,"0",1.00000,0.01379,140.67859,192.95297,0.32507,105.97673,108.76801,98.62300,9.41756,7.68749,2.98840,18.97886,17.62444,12.70349,391.67218,12928.88184,42.90079,2.99903,"457080","5341129"
1454,2,"0",1.00000,0.02421,137.34679,149.44949,0.02535,113.34722,127.17367,117.38094,10.73991,8.53400,4.31388,17.46742,15.21689,11.18081,93.99625,1056.58826,28237.34180,4.09537,"450650","5278394"
1455,2,"0",1.00000,0.01281,146.01054,186.79376,0.40630,93.34927,89.17363,83.16195,8.80073,6.87502,2.08616,18.27869,16.84275,11.36055,443.83215,4013.25757,10734.97656,1.73265,"507608","5525886"
1456,2,"0",2.00000,0.00693,135.96579,195.24773,0.21258,78.10011,78.62286,84.29528,9.70344,7.72691,3.23122,20.90474,19.37939,14.16738,140.49553,3400.66724,19275.16602,0.19872,"716367","5361501"
1457,2,"0",2.00000,0.00115,136.96928,195.17413,0.19750,73.50244,70.48314,72.41703,10.82944,8.58126,3.87629,20.38141,18.76260,13.19058,57.30780,5709.84082,29143.70313,2.24191,"711366","5469050"
1458,2,"0",2.00000,0.02019,139.39613,204.02429,0.43666,101.45170,100.31284,90.81223,9.50468,7.86391,3.06202,19.65705,18.48998,13.38839,379.71442,8148.44971,12626.09668,3.53869,"459212","5376020"
1459,2,"0",2.00000,0.01085,134.48068,217.53705,0.37859,81.36072,79.14433,78.97736,10.20812,8.60567,3.78811,21.80548,20.61026,15.10291,105.58435,378.60339,4409.61670,0.18597,"587963","5417134"
1460,2,"0",1.00000,0.01206,137.43709,164.10243,0.11971,96.83494,92.05885,98.05999,10.05947,7.60973,3.36122,19.09285,17.19183,12.43260,138.33310,7796.21680,143026.59375,5.30445,"778344","5227398"
1461,2,"0",1.00000,0.05975,135.00847,183.34145,0.13722,101.04979,102.43443,93.27316,10.99296,8.94359,4.35446,19.29273,17.60503,13.04597,51.49546,654.94324,74588.55469,5.66198,"348906","5308180"
1462,2,"0",5.00000,0.03137,142.75714,192.64023,0.30854,96.48285,91.83928,82.74335,9.17034,7.35348,2.58004,18.93312,17.60082,12.24675,347.27814,574.59222,2650.97314,3.05907,"482917","5500810"
1463,2,"0",2.00000,0.00646,135.00919,199.45097,0.26624,74.53008,73.95677,77.45771,10.62182,8.53570,3.92631,21.09245,19.51856,14.00430,54.49479,13427.99512,35624.87891,5.98903,"714035","5438076"
1464,2,"0",2.00000,0.00300,137.73587,204.77603,0.27988,94.93398,95.29303,92.25334,9.49211,7.82631,3.12397,20.39266,19.17799,14.06038,306.74597,14169.70996,8937.68555,4.26792,"561840","5367607"
1465,2,"0",1.00000,0.01075,140.61284,202.29301,0.34647,101.13390,101.17167,92.48720,9.17065,7.53677,2.76496,19.55832,18.37726,13.22208,426.15436,4636.43457,8293.98535,1.41598,"483416","5366294"
1466,2,"0",2.00000,0.00358,134.80904,210.61580,0.35657,79.71809,78.34465,80.30621,10.75029,8.83835,4.05904,21.29488,19.95414,14.36914,95.95688,4131.09424,13497.72852,5.99746,"647579","5441238"
1467,2,"0",1.00000,0.01469,140.79631,183.27513,0.20549,87.29174,82.36073,69.76912,10.74517,8.61798,3.77760,18.16514,16.51335,11.57132,55.62230,3684.87866,33480.31250,3.76999,"478255","5595170"
1468,2,"0",2.00000,0.01338,138.22226,205.55171,0.30800,81.48385,77.85641,77.92207,9.80017,7.92018,3.10338,20.99524,19.60225,13.88768,107.00850,1905.56812,44902.44531,6.04067,"575507","5468321"
1469,2,"0",,0.00962,142.91830,170.16083,0.29755,110.28923,113.78316,104.37731,9.60709,7.64461,3.00261,17.43451,15.84462,11.24381,532.85358,12312.03223,36439.45313,5.74136,"386485","5315247"
1470,2,"0",1.00000,0.01373,140.03694,201.25691,0.35629,82.51889,79.40636,79.76860,9.71968,7.71583,2.89662,20.56835,19.03452,13.24178,73.82027,2266.99048,59914.05078,3.31773,"565269","5500045"
1471,2,"0",2.00000,0.01220,137.94926,214.52974,0.36328,86.55271,82.65259,78.72341,9.30141,7.71769,2.92042,21.11938,19.97211,14.47195,234.34697,2505.60986,9805.61426,2.18153,"537982","5412255"
1472,2,"0",,0.00362,140.13982,197.28214,0.20048,103.86813,107.29395,97.78053,9.40947,7.68874,3.01167,19.36223,17.99657,13.01091,342.45825,2281.47998,6974.59277,4.80309,"481170","5337703"
1473,2,"0",1.00000,0.02224,142.28241,196.96599,0.35197,87.43210,83.24655,79.56441,9.10158,7.22811,2.48176,19.78268,18.35003,12.68676,279.83218,2005.12292,18989.98047,5.51202,"522507","5503594"
1474,2,"0",1.00000,0.00806,139.03717,192.76717,0.28322,103.32499,107.43758,100.69501,9.58140,7.79122,3.18736,19.34116,17.92035,13.08432,309.20984,7875.14307,4604.51318,4.65810,"516356","5331927"
1475,2,"0",2.00000,0.00172,134.90024,195.47115,0.18511,82.40936,83.91862,88.13988,9.91625,7.98859,3.50106,20.85969,19.37185,14.30772,155.38680,14281.27637,5958.37305,3.31837,"688117","5355742"
1476,2,"0",,0.02018,133.15057,180.57570,0.05485,95.00729,100.41852,104.01720,10.44907,8.40746,4.12871,20.05982,18.32876,13.73509,105.61985,20598.34766,2448.74365,1.40670,"650572","5300146"
1477,2,"0",1.00000,0.01191,139.83043,196.90962,0.33855,105.01940,105.99732,95.81811,9.61892,7.91055,3.15819,19.19076,17.90725,12.97816,369.01465,3739.77832,5778.76221,0.34421,"442511","5355341"
1478,2,"0",1.00000,0.01955,138.88945,206.87616,0.30924,99.09583,94.74914,85.42422,9.73201,8.09229,3.23928,19.80500,18.70816,13.54779,403.96118,6986.77686,20733.05469,0.20411,"449503","5405615"
1479,2,"0",2.00000,0.03802,139.11713,164.59787,0.02422,108.78522,115.08691,106.30906,10.38659,8.26149,3.81044,18.03106,16.06091,11.68155,215.47134,22801.24219,48473.38281,2.64200,"386117","5293214"
1480,2,"0",2.00000,0.01590,140.02740,202.53600,0.29893,83.68980,80.28665,79.49769,9.47528,7.58007,2.77419,20.56832,19.14591,13.40569,171.54495,2675.10791,57445.45703,2.01054,"558040","5485396"
1481,2,"0",1.00000,0.00775,137.01366,155.33257,0.00168,111.61734,123.68524,114.03841,10.78072,8.58928,4.32321,17.79132,15.57524,11.46081,81.78138,17043.60742,43124.05469,3.33599,"435628","5282628"
1482,2,"0",2.00000,0.00080,135.14322,206.19354,0.19839,79.55277,77.28208,78.92876,10.69663,8.73175,3.97077,21.12674,19.75973,14.17340,92.45129,4424.58691,13493.52051,1.91937,"654565","5448020"
1483,2,"0",,0.03053,137.13182,171.53955,0.13737,105.76316,113.30988,111.73486,10.40524,8.27718,3.90325,18.42138,16.67870,12.39098,216.20079,24724.36523,7358.28809,2.54125,"558704","5284518"
1484,2,"0",2.00000,0.01097,135.59001,204.49371,0.29746,77.64433,77.62473,82.20573,10.28555,8.29731,3.62459,21.01733,19.67690,14.24609,173.73178,3117.43140,31058.03711,2.77356,"692371","5410382"
1485,2,"0",1.00000,0.03420,139.92696,200.84850,0.31575,100.87630,95.00810,83.00294,9.73075,8.02077,3.20891,19.44426,18.26768,13.05838,290.72211,988.71161,24928.54688,1.43375,"448780","5464212"
1486,2,"0",2.00000,0.00632,134.35242,202.67708,0.28024,75.60255,75.16818,78.37414,10.60903,8.58154,3.94351,21.28177,19.82986,14.35028,51.19957,4482.17383,29891.72656,4.09923,"701819","5427877"
1487,2,"0",2.00000,0.01660,147.16599,183.47685,0.43258,89.68110,85.46825,79.41614,9.07370,6.98716,2.21293,17.71053,16.09647,10.70087,344.46466,27746.86523,19712.20508,3.40381,"519106","5573263"
1488,2,"0",1.00000,0.02124,135.94063,164.75008,0.05509,91.29606,96.92048,100.02985,10.32993,8.02048,3.77022,19.07414,17.09045,12.58687,133.73299,4187.31494,44280.36328,1.64772,"697482","5286191"
1489,2,"0",3.00000,0.00367,132.20993,213.70007,0.27273,79.41197,79.85068,81.49632,10.94355,9.10863,4.36709,21.85175,20.55123,15.10607,25.15018,5292.58203,7012.55859,1.69172,"650678","5416511"
1490,2,"0",5.00000,0.00152,136.32069,177.51375,0.22471,90.93455,85.97073,91.95483,10.21737,7.84737,3.49249,19.86158,18.08815,13.12785,143.28525,2439.98950,133843.39063,1.23878,"778475","5249378"
1491,2,"0",3.00000,0.01605,138.47443,198.98003,0.21888,82.26904,78.39660,73.52031,9.88040,7.93308,3.30128,20.67969,19.05526,13.42693,43.76032,376.00262,2346.93188,3.01215,"508932","5512726"
1492,2,"0",,0.01138,142.35204,145.74838,0.14909,100.80037,99.56631,107.05522,9.45714,6.96366,2.99099,17.41130,15.29261,10.72881,126.37445,4526.97461,176453.64063,1.48962,"796330","5187090"
1493,2,"0",2.00000,0.00823,145.50334,183.84647,0.43522,99.54852,95.16911,85.41087,8.98524,7.10541,2.29327,17.91561,16.54430,11.28281,468.80768,2725.21680,6759.20801,6.26091,"476406","5516171"
1494,2,"0",1.00000,0.00986,136.38515,214.22885,0.39140,92.96964,86.35064,76.67772,10.02982,8.37994,3.61841,20.96553,19.81878,14.45588,127.82967,4692.79102,8407.51270,0.62484,"468382","5437791"
1495,2,"0",,0.01488,138.78903,155.11237,0.04847,113.02612,125.50919,115.98208,10.42505,8.28123,3.99592,17.49887,15.38818,11.23252,172.14838,3688.86768,21409.02930,3.39109,"457781","5282697"
1496,2,"0",,0.00583,135.56317,185.84528,0.13048,89.40114,92.77357,96.28260,9.93705,7.93823,3.52969,20.11997,18.51754,13.70413,209.72885,34424.08594,18274.82617,2.86118,"674799","5330367"
1497,2,"0",1.00000,0.01631,136.67891,152.53439,0.12956,87.34505,91.73692,103.38836,10.50142,8.08317,3.95283,17.98041,16.00186,11.76056,30.99596,1016.29968,55285.66406,0.87603,"625318","5219526"
1498,2,"0",2.00000,0.00991,135.46146,212.30945,0.28877,81.95452,81.50568,84.20588,10.44358,8.66038,3.85053,21.18504,19.94432,14.43523,189.09906,5203.23193,17849.93555,6.05013,"634058","5423596"
1499,2,"0",1.00000,0.02425,147.07867,178.85733,0.37973,92.10661,87.43009,77.80688,9.35091,7.25404,2.44137,17.14034,15.54920,10.37654,353.82083,5773.84619,30690.73633,4.37653,"503503","5593802"
1500,2,"0",,0.01231,146.26006,182.15350,0.39057,103.64910,99.15558,87.84723,8.91675,7.06581,2.23245,17.50234,16.17737,11.01087,487.98651,11120.24902,558.29718,1.73687,"461261","5512079"
1501,2,"0",1.00000,0.02059,141.88049,153.44115,0.16616,99.30611,97.34065,104.67813,9.40034,6.95899,2.94436,17.94629,15.91219,11.14859,146.81383,4558.61377,176478.81250,1.87329,"803960","5199032"
1502,2,"0",1.00000,0.05296,133.88246,213.85289,0.11331,91.75160,84.88622,75.08125,10.75992,9.02412,4.23912,21.23863,20.00924,14.71745,29.30458,258.67844,1309.01465,0.28786,"452496","5429164"
1503,2,"0",1.00000,0.04295,148.52452,175.77089,0.34582,99.21001,94.71323,84.56952,8.91314,6.89945,2.06165,16.78064,15.29240,10.12491,518.14716,17932.37500,9805.91309,5.71199,"482515","5561624"
1504,2,"0",,0.02371,131.32179,178.47198,0.09472,99.02808,105.56109,108.77925,10.95567,8.87256,4.64058,19.82072,18.04628,13.64021,53.90389,6166.59375,5500.90332,4.81968,"623341","5285371"
1505,2,"0",,0.02736,137.82631,157.29990,0.03777,111.52875,122.55949,113.01895,10.61615,8.45014,4.14299,17.78313,15.63280,11.45450,133.77496,22255.31445,40100.39453,2.83825,"428428","5284556"
1506,2,"0",,0.01491,136.17941,175.93793,0.15910,105.52988,112.36578,110.97153,10.42088,8.33422,3.95288,18.74389,17.05599,12.73948,255.09682,19502.00391,2044.89807,2.65700,"566449","5291737"
1507,2,"0",1.00000,0.01237,142.76961,194.86980,0.34818,91.99471,87.42023,81.23495,8.98533,7.16487,2.40697,19.32201,17.97280,12.44651,344.31396,8299.74023,13504.64648,5.97567,"505493","5498739"
1508,2,"0",2.00000,0.00902,137.94365,204.42270,0.29228,95.65851,96.27435,91.53164,9.48778,7.82542,3.11546,20.36228,19.12727,13.99066,290.38754,15524.04492,5354.36670,2.38475,"540537","5365929"
1509,2,"0",1.00000,0.01356,139.12463,201.35927,0.28384,103.17082,103.53148,93.55484,9.65625,7.97417,3.20798,19.52827,18.27774,13.28121,338.69589,4156.51709,7120.31738,4.67915,"451242","5361644"
1510,2,"0",,0.00029,134.17053,192.77068,0.15111,97.42112,100.93917,102.29604,10.18940,8.30693,3.86757,20.27990,18.81638,14.12190,208.41026,14876.49316,5663.00244,3.35498,"625361","5328027"
1511,2,"0",,0.00681,141.90805,179.66408,0.26672,110.13360,114.93334,104.75342,9.46429,7.61907,3.00167,18.09534,16.57485,11.87753,450.19913,9962.24707,11846.36816,0.75689,"439165","5323543"
1512,2,"0",2.00000,0.00513,134.16649,197.35042,0.20928,99.88765,102.74510,101.61779,10.19039,8.34615,3.83866,20.41980,19.01821,14.35994,182.85951,8117.06543,12136.62012,2.72652,"588416","5330760"
1513,2,"0",1.00000,0.02891,140.70988,205.46225,0.38365,97.76441,94.83238,86.78124,9.06393,7.47051,2.65311,19.77631,18.69403,13.39025,430.05649,15023.15332,18702.58008,2.05719,"485848","5399252"
1514,2,"0",2.00000,0.00501,133.71378,202.22649,0.12567,73.82601,74.76984,78.06077,10.57752,8.55361,3.97118,21.52664,20.02206,14.55040,16.97697,4712.27490,22721.69141,3.91100,"709446","5417673"
1515,2,"0",2.00000,0.01084,133.58557,211.32234,0.27401,85.79411,86.32339,87.33626,10.35113,8.66114,3.95336,21.49171,20.24779,15.01434,148.51213,4561.03809,1700.96545,1.97356,"615830","5385321"
1516,2,"0",2.00000,0.00514,138.35133,211.28694,0.36775,84.40314,78.56638,76.42964,9.19883,7.57434,2.78742,21.05810,19.89040,14.35269,210.84064,3651.00146,23330.14648,2.26295,"547216","5435314"
1517,2,"0",3.00000,0.00385,135.29826,206.98103,0.21031,76.88372,73.64263,75.61901,10.74393,8.72352,3.95676,21.46519,19.97683,14.19954,57.07511,2834.02930,21669.83789,1.00328,"622250","5458608"
1518,2,"0",2.00000,0.00589,136.96088,213.82249,0.33532,86.85593,84.14275,81.38508,9.51865,7.92656,3.14041,21.16014,19.99888,14.58395,211.54974,9388.22070,9208.04102,3.73581,"556587","5400206"
1519,2,"0",2.00000,0.00675,135.54050,191.72148,0.23477,81.34583,82.77825,87.43909,9.79299,7.81661,3.35391,20.70279,19.15265,14.09482,170.26630,6782.29590,18111.36523,1.06168,"703246","5351283"
1520,2,"0",,0.00287,137.71013,155.28416,0.17765,88.84590,93.33406,102.02571,10.64900,8.17693,3.93965,17.85782,15.88477,11.54140,82.24703,6959.94043,77143.30469,4.48126,"596669","5209352"
1521,2,"0",1.00000,0.04459,137.83601,204.23502,0.33235,102.59593,100.21716,90.30750,10.08815,8.41830,3.55569,19.67280,18.52771,13.57377,271.79980,3866.04321,36892.35938,0.84786,"427387","5387175"
1522,2,"0",2.00000,0.02854,139.01358,207.23392,0.35298,85.89068,80.88867,77.42715,9.25920,7.54937,2.78073,20.79777,19.54564,13.93069,188.29649,1533.75793,42726.36328,5.55289,"532708","5461867"
1523,2,"0",1.00000,0.01006,141.55563,180.80760,0.23163,109.67461,114.24858,104.01159,9.50266,7.66588,3.04147,18.21071,16.70121,11.99001,432.46860,9701.52246,10873.16309,0.61651,"440082","5326058"
1524,2,"0",2.00000,0.01100,136.64778,211.83504,0.36159,87.04360,81.61200,75.15458,9.72453,8.04448,3.32518,21.30466,20.05305,14.52271,89.43081,2808.27637,20930.37500,5.37424,"506301","5457591"
1525,2,"0",5.00000,0.00503,134.33977,206.22615,0.30154,91.19810,92.53265,93.03929,10.12138,8.38552,3.76000,20.98495,19.69892,14.67435,200.88626,2773.53613,9305.29785,0.29561,"611694","5362300"
1526,2,"0",,0.00114,137.57236,200.32927,0.25149,98.33768,100.31441,94.63245,9.63798,7.92457,3.26071,20.13806,18.82452,13.81637,274.21265,16303.90332,16646.38281,2.18614,"530733","5350388"
1527,2,"0",1.00000,0.00567,138.25525,155.93810,0.05983,94.51982,94.11452,96.36929,10.46557,7.92142,3.61977,18.12665,16.06928,11.62956,155.09006,2633.37964,100902.14844,5.10740,"742228","5249813"
1528,2,"0",2.00000,0.00693,134.43980,200.86838,0.24714,73.28090,74.28128,78.68791,10.34389,8.31272,3.74978,21.40835,19.88892,14.43120,52.91648,7180.28076,8503.52637,2.16878,"716366","5404283"
1529,2,"0",5.00000,0.00155,138.39996,208.83006,0.42885,96.54346,96.48824,88.80730,9.50667,7.87181,3.12036,20.34806,19.12990,13.91820,266.53818,4465.59619,845.45923,0.62090,"501610","5370588"
1530,2,"0",,0.00094,135.59607,168.29759,0.10651,93.03774,98.86135,102.97835,10.22785,8.01517,3.77882,19.26781,17.35917,12.81142,157.31615,541.81146,28774.07422,1.30199,"681466","5287640"
1531,2,"0",2.00000,0.00688,135.24881,205.71899,0.34571,79.14600,78.85945,83.44424,10.36268,8.41075,3.70101,21.08830,19.80409,14.39562,177.93875,4816.13086,29351.92383,2.86836,"681262","5408171"
1532,2,"0",2.00000,0.00311,139.99289,202.64594,0.41460,98.74512,99.51392,93.58728,9.15541,7.49935,2.77249,19.78172,18.57311,13.43141,399.73529,5750.60889,20445.91406,5.04859,"525360","5363424"
1533,2,"0",1.00000,0.00725,147.28299,182.72346,0.40189,90.15034,85.89597,79.41622,9.08212,6.99589,2.21639,17.61074,16.00221,10.63313,353.30209,25794.89063,21797.29297,3.25753,"517809","5575462"
1534,2,"0",1.00000,0.02616,137.97331,184.29832,0.20767,103.44429,104.37354,95.00508,10.50342,8.53049,3.86875,18.85114,17.25896,12.61335,250.31271,3392.97583,46328.65234,0.64187,"374597","5326534"
1535,2,"0",2.00000,0.01290,136.51132,175.83153,0.18892,82.68228,85.71620,90.01823,9.90570,7.69608,3.31007,19.93877,18.12084,13.26886,105.13151,2556.64502,46411.07031,1.34522,"724133","5333523"
1536,2,"0",1.00000,0.01191,133.77148,215.28964,0.27301,78.32059,76.34261,78.27753,10.72704,8.96254,4.14756,21.87091,20.54168,14.89173,57.28012,2397.48804,9937.85449,1.98051,"606381","5438610"
1537,2,"0",1.00000,0.02702,138.65218,161.81348,0.08576,109.41324,120.41093,113.70778,10.36911,8.22458,3.89924,17.80123,15.81129,11.57321,182.53052,39305.17969,3761.44604,1.75692,"492228","5279407"
1538,2,"0",3.00000,0.00938,141.79619,197.77271,0.39396,103.95285,101.78412,92.29578,9.12365,7.49115,2.65070,18.90732,17.81024,12.70828,529.08624,19684.02344,26959.96094,5.09293,"451654","5386515"
1539,2,"0",2.00000,0.02523,138.65100,207.12962,0.36216,85.49322,80.73361,76.92420,9.40170,7.65789,2.90826,20.87947,19.57588,13.94729,123.48853,1254.45325,36319.01953,5.46355,"529903","5469693"
1540,2,"0",1.00000,0.01987,141.33124,195.84972,0.30991,103.11263,97.64246,85.34612,9.61455,7.87665,3.03950,18.83340,17.63656,12.48559,385.93362,1216.86707,33561.39453,5.76045,"441218","5468954"
1541,2,"0",2.00000,0.01639,134.91800,207.80347,0.28835,83.46767,84.10984,87.27618,10.24345,8.42919,3.73707,21.13530,19.87459,14.58817,198.13568,11691.31250,16053.10352,0.06573,"653939","5391253"
1542,2,"0",2.00000,0.01168,135.28407,201.55576,0.35248,76.10674,76.51044,81.57652,10.05624,8.10168,3.51633,21.19743,19.79182,14.42100,130.00163,7578.75488,10410.38477,2.94206,"702425","5391246"
1543,2,"0",1.00000,0.02236,141.75230,134.23877,0.13122,96.08398,94.07346,94.53178,10.18878,7.71009,3.61434,16.10600,13.97731,10.00077,112.63018,2032.76282,104264.82031,5.40386,"716660","5198570"
1544,2,"0",1.00000,0.02524,136.83069,162.50447,0.07392,86.66629,91.12720,94.13366,10.18521,7.78581,3.48271,19.09485,17.07158,12.51553,98.74503,2492.92432,65623.93750,1.96169,"726503","5310008"
1545,2,"0",2.00000,0.00496,137.36954,191.58202,0.18306,71.58222,69.57555,73.24355,10.83120,8.50309,3.83453,20.28448,18.56395,12.96267,35.85281,6112.05127,50953.37109,0.88840,"732614","5469173"
1546,2,"0",1.00000,0.01781,139.68312,199.35307,0.34147,100.83758,102.78085,95.91762,9.28834,7.59671,2.90384,19.62397,18.34974,13.30265,372.00217,1869.57361,15114.62988,2.49771,"515687","5351811"
1547,2,"0",1.00000,0.00065,139.40063,203.47272,0.37181,101.40537,102.19806,92.78128,9.47350,7.81283,3.06251,19.74596,18.49981,13.40927,345.77823,3070.04102,5929.62207,5.40767,"474055","5359498"
1548,2,"0",1.00000,0.01833,134.96162,161.80405,0.04743,91.23258,97.16813,101.12893,10.54509,8.22030,4.02691,19.05947,17.01171,12.54212,108.45039,4600.06396,44084.68359,1.89020,"688341","5268468"
1549,2,"0",1.00000,0.03501,144.24934,188.07225,0.34008,100.63235,95.91454,85.49860,9.02220,7.22083,2.41392,18.33459,17.04943,11.78515,435.89380,3324.12158,1486.16699,1.85230,"471625","5498664"
1550,2,"0",,0.10192,144.46335,186.30653,0.31254,106.32748,101.37571,88.85525,9.28198,7.50996,2.65470,17.82440,16.59491,11.51904,587.40533,3320.16602,42609.34375,1.14806,"431945","5478027"
1551,2,"0",2.00000,0.02243,137.55817,206.19945,0.38579,83.74196,82.98332,86.11119,10.04897,8.21584,3.40483,20.57198,19.34931,13.85315,327.92123,8790.31543,14498.59082,1.05271,"640012","5423224"
1552,2,"0",2.00000,0.01521,135.22369,187.56415,0.11068,80.89149,82.76677,87.30958,9.84816,7.80373,3.37305,20.62012,18.97382,13.96757,116.55161,2534.43359,29440.77344,5.21787,"713048","5345550"
1553,2,"0",2.00000,0.00759,135.06868,197.01035,0.14083,99.53405,102.07345,100.20673,10.01053,8.20391,3.65129,20.32222,18.95950,14.21627,193.77699,12404.59375,8620.28906,5.00787,"578096","5336314"
1554,2,"0",,0.00086,138.22957,191.41989,0.26139,103.76823,107.89249,103.72276,9.71266,7.86788,3.31678,19.34668,17.91690,13.21844,291.93784,12794.00977,26733.15234,5.48305,"547886","5325769"
1555,2,"0",1.00000,0.01186,136.53691,163.15662,0.07511,97.22576,91.94753,97.50343,10.25792,7.78663,3.53638,19.15450,17.20879,12.52013,83.85831,4775.90625,139532.81250,4.76001,"774145","5227388"
1556,2,"0",,0.00600,138.87140,177.14828,0.26053,106.66978,113.78844,108.12365,9.93034,7.96061,3.49274,18.57884,16.92752,12.41141,280.33435,35911.31250,19387.31250,1.62797,"520794","5303216"
1557,2,"0",1.00000,0.01242,142.29410,129.34122,0.09555,102.51806,100.66210,106.60629,10.05204,7.42044,3.45181,16.11188,13.80084,9.86630,71.76875,92.65434,157234.89063,3.82524,"762743","5171876"
